record_id,model,units_sold,make,low_price,high_price,year_month,is_ev,body_type,brand,brand_country,brand_raw,is_ev_raw,energy_label_corrected,avg_price_k_rmb,energy_type,body_type_cn,country_cn,brand_origin,price_band,year,month,quarter,year_month_label
9879,帝豪,25597,吉利汽车,69.9,129.8,2018-01-01,Gasoline,Hatchback,Geely Automobile,China,Geely Automobile,Gasoline,False,99.9,燃油,两厢车,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9880,荣威RX5,25215,上汽集团,93.3,155.9,2018-01-01,Gasoline,SUV,SAIC Group,China,SAIC Group,Gasoline,False,124.6,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9881,福睿斯,24913,长安福特,90.8,116.8,2018-01-01,Gasoline,Sedan,Ford,United States,Ford,Gasoline,False,103.8,燃油,轿车,美国,海外品牌,10–15万元,2018,1,Q1,2018-01
9882,长安CS55,23209,长安汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9883,科沃兹,22525,上汽通用雪佛兰,83.9,99.9,2018-01-01,Gasoline,Sedan,Chevrolet,United States,Chevrolet,Gasoline,False,91.9,燃油,轿车,美国,海外品牌,10万元以下,2018,1,Q1,2018-01
9884,长安CS35,21553,长安汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9885,昂科威,21538,上汽通用别克,209.9,309.9,2018-01-01,Gasoline,SUV,Buick,United States,Buick,Gasoline,False,259.9,燃油,SUV,美国,海外品牌,20–30万元,2018,1,Q1,2018-01
9886,威朗,21373,上汽通用别克,128.9,159.9,2018-01-01,Gasoline,Hatchback,Buick,United States,Buick,Gasoline,False,144.4,燃油,两厢车,美国,海外品牌,10–15万元,2018,1,Q1,2018-01
9887,长安CS75,21162,长安汽车,102.9,119.9,2018-01-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,111.4,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9888,奥迪A4L,20908,一汽-大众奥迪,305.8,396.8,2018-01-01,Gasoline,Sedan,Audi,Germany,Audi,Gasoline,False,351.3,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9889,宝骏310,20206,上汽通用五菱,40.9,52.9,2018-01-01,Gasoline,Hatchback,Wuling Motors,China,Wuling Motors,Gasoline,False,46.9,燃油,两厢车,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9890,帝豪GS,20087,吉利汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9891,途观L,20057,上汽大众,199.0,283.8,2018-01-01,Gasoline,SUV,Volkswagen,Germany,Volkswagen,Gasoline,False,241.4,燃油,SUV,德国,海外品牌,20–30万元,2018,1,Q1,2018-01
9892,远景,20055,吉利汽车,49.9,73.9,2018-01-01,Gasoline,Sedan,Geely Automobile,China,Geely Automobile,Gasoline,False,61.9,燃油,轿车,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9893,帕萨特,19831,上汽大众,181.9,252.9,2018-01-01,Gasoline,Sedan,Volkswagen,Germany,Volkswagen,Gasoline,False,217.4,燃油,轿车,德国,海外品牌,20–30万元,2018,1,Q1,2018-01
9894,高尔夫,18709,一汽-大众,129.8,229.8,2018-01-01,Gasoline,Hatchback,Volkswagen,Germany,Volkswagen,Gasoline,False,179.8,燃油,两厢车,德国,海外品牌,15–20万元,2018,1,Q1,2018-01
9895,奔驰C级,18408,北京奔驰,325.2,377.3,2018-01-01,Gasoline,Sedan,Mercedes-Benz,Germany,Mercedes-Benz,Gasoline,False,351.2,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9896,雅阁,18390,广汽本田,169.8,259.8,2018-01-01,Gasoline,Sedan,Honda,Japan,Honda,Gasoline,False,214.8,燃油,轿车,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9897,风光580,18339,东风小康,79.9,129.9,2018-01-01,Gasoline,SUV,Dongfeng Xiaokang,China,Dongfeng Xiaokang,Gasoline,False,104.9,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9898,Polo,18041,上汽大众,90.9,124.9,2018-01-01,Gasoline,Hatchback,Volkswagen,Germany,Volkswagen,Gasoline,False,107.9,燃油,两厢车,德国,海外品牌,10–15万元,2018,1,Q1,2018-01
9899,RAV4荣放,17238,一汽丰田,175.8,260.8,2018-01-01,Gasoline,SUV,Toyota,Japan,Toyota,Gasoline,False,218.3,燃油,SUV,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9900,奥迪Q5,16688,一汽-大众奥迪,0.0,0.0,2018-01-01,Gasoline,SUV,Audi,Germany,Audi,Gasoline,False,,燃油,SUV,德国,海外品牌,价格缺失,2018,1,Q1,2018-01
9901,北京现代ix35,16540,北京现代,129.8,155.8,2018-01-01,Gasoline,SUV,Hyundai,South Korea,Hyundai,Gasoline,False,142.8,燃油,SUV,韩国,海外品牌,10–15万元,2018,1,Q1,2018-01
9902,逍客,16519,东风日产,154.9,188.9,2018-01-01,Gasoline,SUV,Nissan,Japan,Nissan,Gasoline,False,171.9,燃油,SUV,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9903,思域,16459,东风本田,129.9,187.9,2018-01-01,Gasoline,Hatchback,Honda,Japan,Honda,Gasoline,False,158.9,燃油,两厢车,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9904,缤智,16255,广汽本田,127.8,176.8,2018-01-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,152.3,燃油,SUV,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9905,宝骏730,16031,上汽通用五菱,63.8,102.8,2018-01-01,Gasoline,MPV,Wuling Motors,China,Wuling Motors,Gasoline,False,83.3,燃油,MPV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9906,马自达3 昂克赛拉,15952,长安马自达,115.9,189.9,2018-01-01,Gasoline,Hatchback,Mazda,Japan,Mazda,Gasoline,False,152.9,燃油,两厢车,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9907,奇骏,15744,东风日产,181.9,262.9,2018-01-01,Gasoline,Sedan,Nissan,Japan,Nissan,Gasoline,False,222.4,燃油,轿车,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9908,本田CR-V,15382,东风本田,169.8,276.8,2018-01-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,223.3,燃油,SUV,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9909,风光370,15306,东风小康,0.0,0.0,2018-01-01,Gasoline,MPV,Dongfeng Xiaokang,China,Dongfeng Xiaokang,Gasoline,False,,燃油,MPV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9910,帝豪GL,15163,吉利汽车,84.8,115.8,2018-01-01,Gasoline,Sedan,Geely Automobile,China,Geely Automobile,Gasoline,False,100.3,燃油,轿车,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9911,宋MAX,15068,比亚迪,0.0,0.0,2018-01-01,Gasoline,MPV,BYD,China,BYD,Gasoline,False,,燃油,MPV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9912,奔驰E级,15041,北京奔驰,436.8,556.0,2018-01-01,Gasoline,Sedan,Mercedes-Benz,Germany,Mercedes-Benz,Gasoline,False,496.4,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9913,领动,14852,北京现代,0.0,0.0,2018-01-01,Gasoline,Sedan,Hyundai,South Korea,Hyundai,Gasoline,False,,燃油,轿车,韩国,海外品牌,价格缺失,2018,1,Q1,2018-01
9914,凌渡,14831,上汽大众,149.9,189.9,2018-01-01,Gasoline,Hatchback,Volkswagen,Germany,Volkswagen,Gasoline,False,169.9,燃油,两厢车,德国,海外品牌,15–20万元,2018,1,Q1,2018-01
9915,本田XR-V,14516,东风本田,127.9,175.9,2018-01-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,151.9,燃油,SUV,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9916,宝马3系,14368,华晨宝马,293.9,409.9,2018-01-01,Gasoline,Sedan,BMW,Germany,BMW,Gasoline,False,351.9,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9917,宝马5系,14147,华晨宝马,433.9,551.9,2018-01-01,Gasoline,Sedan,BMW,Germany,BMW,Gasoline,False,492.9,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9918,奥迪A6L,14099,一汽-大众奥迪,419.8,656.8,2018-01-01,Gasoline,Sedan,Audi,Germany,Audi,Gasoline,False,538.3,燃油,轿车,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9919,雷凌,14053,广汽丰田,111.8,152.8,2018-01-01,Gasoline,Sedan,Toyota,Japan,Toyota,Gasoline,False,132.3,燃油,轿车,日本,海外品牌,10–15万元,2018,1,Q1,2018-01
9920,别克GL8,14006,上汽通用别克,232.9,533.9,2018-01-01,Gasoline,MPV,Buick,United States,Buick,Gasoline,False,383.4,燃油,MPV,美国,海外品牌,30万元以上,2018,1,Q1,2018-01
9921,东南DX3,13589,东南汽车,61.9,129.9,2018-01-01,Gasoline,MPV,Southeast,China,Southeast,Gasoline,False,95.9,燃油,MPV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9922,奔驰GLC,13152,北京奔驰,406.3,476.8,2018-01-01,Gasoline,SUV,Mercedes-Benz,Germany,Mercedes-Benz,Gasoline,False,441.6,燃油,SUV,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9923,迈锐宝,12693,上汽通用雪佛兰,164.9,189.9,2018-01-01,Gasoline,Sedan,Chevrolet,United States,Chevrolet,Gasoline,False,177.4,燃油,轿车,美国,海外品牌,15–20万元,2018,1,Q1,2018-01
9924,名图,11994,北京现代,133.8,168.8,2018-01-01,Gasoline,Sedan,Hyundai,South Korea,Hyundai,Gasoline,False,151.3,燃油,轿车,韩国,海外品牌,15–20万元,2018,1,Q1,2018-01
9925,凯美瑞,11577,广汽丰田,179.8,269.8,2018-01-01,Gasoline,Sedan,Toyota,Japan,Toyota,Gasoline,False,224.8,燃油,轿车,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9926,欧蓝德,11565,广汽三菱,159.8,229.8,2018-01-01,Gasoline,SUV,Mitsubishi Motors,Japan,Mitsubishi Motors,Gasoline,False,194.8,燃油,SUV,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9927,长安欧尚CX70,11461,长安汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9928,凌派,11279,广汽本田,109.8,169.8,2018-01-01,Gasoline,Sedan,Honda,Japan,Honda,Gasoline,False,139.8,燃油,轿车,日本,海外品牌,10–15万元,2018,1,Q1,2018-01
9929,天籁,11125,东风日产,179.8,269.8,2018-01-01,Gasoline,Sedan,Nissan,Japan,Nissan,Gasoline,False,224.8,燃油,轿车,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9930,名爵ZS,10913,上汽名爵,85.8,99.8,2018-01-01,Gasoline,SUV,MG,China,MG,Gasoline,False,92.8,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9931,比亚迪F3,10640,比亚迪,0.0,0.0,2018-01-01,Gasoline,Sedan,BYD,China,BYD,Gasoline,False,,燃油,轿车,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9932,五菱荣光V,10542,上汽通用五菱,44.8,49.8,2018-01-01,Gasoline,Unknown,Wuling Motors,China,Wuling Motors,Gasoline,False,47.3,燃油,未知,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9933,远景X3,10457,吉利汽车,49.9,68.9,2018-01-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,59.4,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9934,汉兰达,10456,广汽丰田,258.8,348.8,2018-01-01,Gasoline,SUV,Toyota,Japan,Toyota,Gasoline,False,303.8,燃油,SUV,日本,海外品牌,30万元以上,2018,1,Q1,2018-01
9935,哈弗H2,10390,长城汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Great Wall,China,Great Wall,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9936,凯迪拉克XT5,10385,通用凯迪拉克,332.7,452.7,2018-01-01,Gasoline,SUV,Cadillac,United States,Cadillac,Gasoline,False,392.7,燃油,SUV,美国,海外品牌,30万元以上,2018,1,Q1,2018-01
9937,远景S1,10303,吉利汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9938,WEY VV5,10239,长城汽车,125.8,147.8,2018-01-01,Gasoline,Unknown,Great Wall,China,Great Wall,Gasoline,False,136.8,燃油,未知,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9939,WEY VV7,10050,长城汽车,169.8,192.8,2018-01-01,Gasoline,Unknown,Great Wall,China,Great Wall,Gasoline,False,181.3,燃油,未知,中国,中国品牌,15–20万元,2018,1,Q1,2018-01
9940,奔腾X40,10018,一汽奔腾,0.0,0.0,2018-01-01,Gasoline,SUV,Bestune,China,Bestune,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9941,远景X6,10004,吉利汽车,75.9,89.9,2018-01-01,Gasoline,SUV,Geely Automobile,China,Geely Automobile,Gasoline,False,82.9,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9942,宝马X1,9984,华晨宝马,279.8,339.8,2018-01-01,Gasoline,SUV,BMW,Germany,BMW,Gasoline,False,309.8,燃油,SUV,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9943,荣威RX3,9963,上汽集团,75.8,96.8,2018-01-01,Gasoline,SUV,SAIC Group,China,SAIC Group,Gasoline,False,86.3,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9944,景逸X5,9850,东风风行,0.0,0.0,2018-01-01,Gasoline,SUV,Dongfeng Fengxing,China,Dongfeng Fengxing,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9945,福克斯,9590,长安福特,108.8,153.8,2018-01-01,Gasoline,Hatchback,Ford,United States,Ford,Gasoline,False,131.3,燃油,两厢车,美国,海外品牌,10–15万元,2018,1,Q1,2018-01
9946,奥迪Q3,9251,一汽-大众奥迪,278.8,326.2,2018-01-01,Gasoline,SUV,Audi,Germany,Audi,Gasoline,False,302.5,燃油,SUV,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9947,明锐,9114,上汽斯柯达,109.9,154.9,2018-01-01,Gasoline,Hatchback,Skoda,Czech Republic,Skoda,Gasoline,False,132.4,燃油,两厢车,捷克,海外品牌,10–15万元,2018,1,Q1,2018-01
9948,君越,9005,上汽通用别克,219.8,289.8,2018-01-01,Gasoline,Sedan,Buick,United States,Buick,Gasoline,False,254.8,燃油,轿车,美国,海外品牌,20–30万元,2018,1,Q1,2018-01
9949,五菱之光,8931,上汽通用五菱,34.8,36.6,2018-01-01,Gasoline,Unknown,Wuling Motors,China,Wuling Motors,Gasoline,False,35.7,燃油,未知,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9950,瑞虎3,8922,奇瑞汽车,59.9,80.9,2018-01-01,Gasoline,SUV,Chery,China,Chery,Gasoline,False,70.4,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9951,途昂,8841,上汽大众,295.0,405.0,2018-01-01,Gasoline,SUV,Volkswagen,Germany,Volkswagen,Gasoline,False,350.0,燃油,SUV,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9952,冠道,8701,广汽本田,220.0,332.8,2018-01-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,276.4,燃油,SUV,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9953,启辰D60,8684,东风启辰,69.8,140.8,2018-01-01,Gasoline,Sedan,Venucia,China,Venucia,Gasoline,False,105.3,燃油,轿车,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9954,传祺GS8,8653,广汽乘用车,186.8,269.8,2018-01-01,Gasoline,SUV,GAC Group,China,GAC Group,Gasoline,False,228.3,燃油,SUV,中国,中国品牌,20–30万元,2018,1,Q1,2018-01
9955,东风风神AX7,8612,东风乘用车,95.9,129.9,2018-01-01,Gasoline,SUV,Dongfeng,China,Dongfeng,Gasoline,False,112.9,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9956,北汽新能源EC,8580,北汽新能源,0.0,0.0,2018-01-01,EV,Hatchback,BAIC,China,BAIC,EV,False,,新能源,两厢车,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9957,飞度,8547,广汽本田,81.8,108.8,2018-01-01,Gasoline,Hatchback,Honda,Japan,Honda,Gasoline,False,95.3,燃油,两厢车,日本,海外品牌,10万元以下,2018,1,Q1,2018-01
9958,瑞虎5,8361,奇瑞汽车,88.8,123.8,2018-01-01,Gasoline,SUV,Chery,China,Chery,Gasoline,False,106.3,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9959,威驰,8301,一汽丰田,73.8,94.8,2018-01-01,Gasoline,Sedan,Toyota,Japan,Toyota,Gasoline,False,84.3,燃油,轿车,日本,海外品牌,10万元以下,2018,1,Q1,2018-01
9960,Yeti,8101,上汽斯柯达,0.0,0.0,2018-01-01,Gasoline,SUV,Skoda,Czech Republic,Skoda,Gasoline,False,,燃油,SUV,捷克,海外品牌,价格缺失,2018,1,Q1,2018-01
9961,名爵5,8058,上汽名爵,67.9,99.9,2018-01-01,Gasoline,Unknown,MG,China,MG,Gasoline,False,83.9,燃油,未知,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9962,艾瑞泽5,8037,奇瑞汽车,59.9,85.8,2018-01-01,Gasoline,Sedan,Chery,China,Chery,Gasoline,False,72.8,燃油,轿车,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9963,起亚K3,7630,起亚,109.8,131.8,2018-01-01,Gasoline,Sedan,Kia,South Korea,Kia,Gasoline,False,120.8,燃油,轿车,韩国,海外品牌,10–15万元,2018,1,Q1,2018-01
9964,君威,7599,上汽通用别克,196.8,249.8,2018-01-01,Gasoline,Sedan,Buick,United States,Buick,Gasoline,False,223.3,燃油,轿车,美国,海外品牌,20–30万元,2018,1,Q1,2018-01
9965,瑞风S3,7509,江淮汽车,67.9,87.9,2018-01-01,Gasoline,SUV,JAC Motors,China,JAC Motors,Gasoline,False,77.9,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9966,凯迪拉克XTS,7500,通用凯迪拉克,0.0,0.0,2018-01-01,Gasoline,Sedan,Cadillac,United States,Cadillac,Gasoline,False,,燃油,轿车,美国,海外品牌,价格缺失,2018,1,Q1,2018-01
9967,风光S560,7500,东风小康,65.9,79.9,2018-01-01,Gasoline,SUV,Dongfeng Xiaokang,China,Dongfeng Xiaokang,Gasoline,False,72.9,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9968,指南者,7500,广汽菲克Jeep,0.0,0.0,2018-01-01,Gasoline,SUV,Jeep,United States,Jeep,Gasoline,False,,燃油,SUV,美国,海外品牌,价格缺失,2018,1,Q1,2018-01
9969,传祺GS3,7482,广汽乘用车,78.8,102.8,2018-01-01,Gasoline,SUV,GAC Group,China,GAC Group,Gasoline,False,90.8,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9970,马自达CX-4,7432,长安马自达,148.8,215.8,2018-01-01,Gasoline,SUV,Mazda,Japan,Mazda,Gasoline,False,182.3,燃油,SUV,日本,海外品牌,15–20万元,2018,1,Q1,2018-01
9971,荣威i6,7366,上汽集团,89.8,112.8,2018-01-01,Gasoline,Sedan,SAIC Group,China,SAIC Group,Gasoline,False,101.3,燃油,轿车,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9972,宋,7036,比亚迪,69.8,93.8,2018-01-01,Gasoline,SUV,BYD,China,BYD,Gasoline,False,81.8,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9973,众泰T300,7018,众泰汽车,0.0,0.0,2018-01-01,Gasoline,Sports Car,Zotye,China,Zotye,Gasoline,False,,燃油,跑车,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9974,C-TREK蔚领,6931,一汽-大众,125.9,149.7,2018-01-01,Gasoline,MPV,Volkswagen,Germany,Volkswagen,Gasoline,False,137.8,燃油,MPV,德国,海外品牌,10–15万元,2018,1,Q1,2018-01
9975,奔驰GLA,6847,北京奔驰,283.9,344.8,2018-01-01,Gasoline,SUV,Mercedes-Benz,Germany,Mercedes-Benz,Gasoline,False,314.4,燃油,SUV,德国,海外品牌,30万元以上,2018,1,Q1,2018-01
9976,科鲁兹,6807,上汽通用雪佛兰,0.0,0.0,2018-01-01,Gasoline,Hatchback,Chevrolet,United States,Chevrolet,Gasoline,False,,燃油,两厢车,美国,海外品牌,价格缺失,2018,1,Q1,2018-01
9977,北汽幻速S3,6753,北汽幻速,0.0,0.0,2018-01-01,Gasoline,SUV,BAIC Speed,China,BAIC Speed,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9978,猎豹CS9,6566,猎豹汽车,0.0,0.0,2018-01-01,Gasoline,SUV,Luoba,China,Luoba,Gasoline,False,,燃油,SUV,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9979,启辰T70,6482,东风启辰,109.8,127.8,2018-01-01,Gasoline,SUV,Venucia,China,Venucia,Gasoline,False,118.8,燃油,SUV,中国,中国品牌,10–15万元,2018,1,Q1,2018-01
9980,睿骋CC,6421,长安汽车,0.0,0.0,2018-01-01,Gasoline,Sedan,Changan,China,Changan,Gasoline,False,,燃油,轿车,中国,中国品牌,价格缺失,2018,1,Q1,2018-01
9981,途观,6335,上汽大众,0.0,0.0,2018-01-01,Gasoline,SUV,Volkswagen,Germany,Volkswagen,Gasoline,False,,燃油,SUV,德国,海外品牌,价格缺失,2018,1,Q1,2018-01
9982,KX CROSS,6306,起亚,0.0,0.0,2018-01-01,Gasoline,Hatchback,Kia,South Korea,Kia,Gasoline,False,,燃油,两厢车,韩国,海外品牌,价格缺失,2018,1,Q1,2018-01
9983,长安CS15,6218,长安汽车,61.9,76.9,2018-01-01,Gasoline,SUV,Changan,China,Changan,Gasoline,False,69.4,燃油,SUV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9984,领克01,6173,领克,179.8,206.8,2018-01-01,Gasoline,SUV,Lynk & Co,China,Lynk & Co,Gasoline,False,193.3,燃油,SUV,中国,中国品牌,15–20万元,2018,1,Q1,2018-01
9985,阿特兹,6037,长安马自达,175.8,239.8,2018-01-01,Gasoline,Sedan,Mazda,Japan,Mazda,Gasoline,False,207.8,燃油,轿车,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9986,YARiS L 致炫,6032,广汽丰田,85.8,103.8,2018-01-01,Gasoline,Hatchback,Toyota,Japan,Toyota,Gasoline,False,94.8,燃油,两厢车,日本,海外品牌,10万元以下,2018,1,Q1,2018-01
9987,马自达CX-5,5935,长安马自达,175.8,245.8,2018-01-01,Gasoline,SUV,Mazda,Japan,Mazda,Gasoline,False,210.8,燃油,SUV,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
9988,菱智,5911,东风风行,59.9,99.9,2018-01-01,Gasoline,MPV,Dongfeng Fengxing,China,Dongfeng Fengxing,Gasoline,False,79.9,燃油,MPV,中国,中国品牌,10万元以下,2018,1,Q1,2018-01
9989,凯迪拉克ATS-L,5900,通用凯迪拉克,0.0,0.0,2018-01-01,Gasoline,Sedan,Cadillac,United States,Cadillac,Gasoline,False,,燃油,轿车,美国,海外品牌,价格缺失,2018,1,Q1,2018-01
9990,标致308,5839,东风标致,0.0,0.0,2018-01-01,Gasoline,Sedan,Peugeot,France,Peugeot,Gasoline,False,,燃油,轿车,法国,海外品牌,价格缺失,2018,1,Q1,2018-01
9991,本田UR-V,5781,东风本田,246.8,329.8,2018-01-01,Gasoline,SUV,Honda,Japan,Honda,Gasoline,False,288.3,燃油,SUV,日本,海外品牌,20–30万元,2018,1,Q1,2018-01
